,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG
2253,Rodrigo,ESP,"FW,MF",Valencia,es La Liga,25.0,1991.0,15.4,1.0,0.0,0.0,24.0,26.0,17.0,19.0,4.0,11.0,1.0,0.0,0.0
2254,Kévin Rodrigues,PRT,DF,Real Sociedad,es La Liga,22.0,1994.0,1.2,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2255,Gonzalo Rodríguez,ARG,DF,Fiorentina,it Serie A,32.0,1984.0,24.5,7.0,3.0,1.0,25.0,18.0,0.0,1.0,51.0,35.0,0.0,1.0,0.0
2256,James Rodríguez,COL,"MF,FW",Real Madrid,es La Liga,25.0,1991.0,13.1,1.0,0.0,0.0,12.0,21.0,10.0,99.0,11.0,18.0,0.0,0.0,0.0
2257,Jay Rodriguez,GBR,FW,Southampton,eng Premier League,27.0,1989.0,9.9,0.0,0.0,0.0,15.0,8.0,10.0,8.0,2.0,6.0,0.0,0.0,0.0
2258,José Rodríguez,ESP,MF,Málaga,es La Liga,21.0,1994.0,5.0,1.0,1.0,1.0,12.0,2.0,0.0,3.0,6.0,10.0,0.0,0.0,0.0
2259,José Rodríguez,ESP,MF,Mainz 05,de Bundesliga,21.0,1994.0,0.1,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,Juan Rodríguez,ESP,DF,Sporting Gijón,es La Liga,21.0,1995.0,2.6,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0
2262,Ricardo Rodríguez,CHE,DF,Wolfsburg,de Bundesliga,23.0,1992.0,22.4,1.0,0.0,0.0,24.0,12.0,0.0,93.0,38.0,21.0,0.0,1.0,0.0
2263,Víctor Rodríguez,ESP,MF,Sporting Gijón,es La Liga,27.0,1989.0,15.3,1.0,0.0,0.0,10.0,32.0,3.0,51.0,11.0,23.0,2.0,0.0,0.0
2264,Jack Rodwell,GBR,MF,Sunderland,eng Premier League,25.0,1991.0,16.6,4.0,0.0,0.0,23.0,12.0,1.0,8.0,19.0,29.0,0.0,0.0,0.0
2265,Davy Roef,BEL,GK,La Coruña,es La Liga,22.0,1994.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2266,Marko Rog,HRV,MF,Napoli,it Serie A,21.0,1995.0,4.3,4.0,0.0,0.0,15.0,12.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0
2267,Roger,BRA,"MF,DF",Ingolstadt 04,de Bundesliga,30.0,1985.0,25.3,6.0,0.0,0.0,38.0,49.0,0.0,0.0,63.0,47.0,0.0,1.0,0.0
2268,Marcus Rohdén,SWE,MF,Crotone,it Serie A,25.0,1991.0,27.2,4.0,0.0,0.0,35.0,25.0,4.0,56.0,39.0,49.0,0.0,0.0,0.0
2269,Marcos Rojo,ARG,DF,Manchester Utd,eng Premier League,26.0,1990.0,18.5,5.0,0.0,0.0,23.0,10.0,0.0,10.0,35.0,22.0,0.0,0.0,0.0
2270,Diego Rolán,URY,FW,Bordeaux,fr Ligue 1,23.0,1993.0,19.6,3.0,1.0,0.0,24.0,42.0,11.0,19.0,12.0,23.0,0.0,0.0,0.0
2271,Rolando,PRT,DF,Marseille,fr Ligue 1,30.0,1985.0,29.1,2.0,0.0,0.0,20.0,17.0,0.0,1.0,56.0,40.0,1.0,0.0,0.0
2272,Alessio Romagnoli,ITA,DF,Milan,it Serie A,21.0,1995.0,26.3,5.0,2.0,1.0,18.0,17.0,3.0,2.0,40.0,22.0,0.0,0.0,0.0
2273,Jaime Romero,ESP,"MF,FW",Osasuna,es La Liga,26.0,1990.0,10.0,1.0,0.0,0.0,6.0,22.0,10.0,47.0,9.0,8.0,1.0,0.0,0.0
2274,Óscar Romero,PRY,MF,Alavés,es La Liga,24.0,1992.0,5.9,3.0,0.0,0.0,13.0,21.0,1.0,32.0,7.0,16.0,0.0,0.0,0.0
2275,Sergio Romero,ARG,GK,Manchester Utd,eng Premier League,29.0,1987.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,Oriol Romeu,ESP,MF,Southampton,eng Premier League,24.0,1991.0,34.1,11.0,0.0,0.0,64.0,35.0,1.0,3.0,95.0,90.0,0.0,0.0,0.0
2277,Cristiano Ronaldo,PRT,FW,Real Madrid,es La Liga,31.0,1985.0,28.2,4.0,0.0,0.0,20.0,44.0,34.0,37.0,8.0,3.0,2.0,0.0,0.0
2278,Facundo Roncaglia,ARG,DF,Celta Vigo,es La Liga,29.0,1987.0,30.2,8.0,1.0,1.0,51.0,30.0,4.0,16.0,78.0,63.0,0.0,3.0,0.0
2279,Salomón Rondón,VEN,FW,West Brom,eng Premier League,26.0,1989.0,32.1,2.0,0.0,0.0,41.0,59.0,29.0,9.0,8.0,14.0,0.0,0.0,0.0
2280,Valentin Rongier,FRA,MF,Nantes,fr Ligue 1,21.0,1994.0,24.0,1.0,0.0,0.0,39.0,19.0,0.0,8.0,48.0,95.0,0.0,0.0,0.0
2281,Marten de Roon,NLD,MF,Middlesbrough,eng Premier League,25.0,1991.0,30.8,8.0,0.0,0.0,65.0,23.0,3.0,24.0,46.0,50.0,0.0,2.0,0.0
2282,Wayne Rooney,GBR,"MF,FW",Manchester Utd,eng Premier League,30.0,1985.0,17.1,8.0,0.0,0.0,23.0,11.0,8.0,98.0,18.0,11.0,0.0,0.0,0.0
2283,Roberto Rosales,VEN,DF,Málaga,es La Liga,27.0,1988.0,31.8,5.0,1.0,1.0,39.0,16.0,0.0,97.0,58.0,73.0,0.0,1.0,0.0
2284,Danny Rose,GBR,"DF,MF",Tottenham,eng Premier League,26.0,1990.0,17.0,8.0,0.0,0.0,29.0,48.0,1.0,65.0,22.0,34.0,0.0,0.0,0.0
2285,Lindsay Rose,MUS,DF,Bastia,fr Ligue 1,24.0,1992.0,7.7,1.0,0.0,0.0,6.0,9.0,0.0,2.0,7.0,7.0,0.0,1.0,0.0
2286,Lindsay Rose,MUS,DF,Lorient,fr Ligue 1,24.0,1992.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0
2288,Jan Rosenthal,DEU,"MF,FW",Darmstadt 98,de Bundesliga,30.0,1986.0,9.3,3.0,0.0,0.0,16.0,11.0,2.0,4.0,12.0,7.0,0.0,0.0,0.0
2289,Aleandro Rosi,ITA,"DF,MF",Crotone,it Serie A,29.0,1987.0,28.4,12.0,0.0,0.0,56.0,53.0,8.0,95.0,60.0,43.0,0.0,0.0,0.0
2290,Valentin Rosier,FRA,DF,Dijon,fr Ligue 1,19.0,1996.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0
2291,Luca Rossettini,ITA,DF,Torino,it Serie A,31.0,1985.0,29.5,8.0,0.0,0.0,33.0,19.0,1.0,4.0,64.0,40.0,1.0,1.0,0.0
2292,Alessandro Rossi,ITA,FW,Lazio,it Serie A,19.0,1997.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2293,Giuseppe Rossi,ITA,FW,Fiorentina,it Serie A,29.0,1987.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,Giuseppe Rossi,ITA,FW,Celta Vigo,es La Liga,29.0,1987.0,8.8,1.0,0.0,0.0,10.0,14.0,11.0,2.0,1.0,7.0,0.0,0.0,0.0
2295,Jérôme Roussillon,FRA,DF,Montpellier,fr Ligue 1,23.0,1993.0,30.4,3.0,0.0,0.0,21.0,34.0,0.0,116.0,44.0,43.0,0.0,0.0,0.0
2296,Wayne Routledge,GBR,"FW,MF",Swansea City,eng Premier League,31.0,1985.0,21.4,1.0,0.0,0.0,28.0,14.0,9.0,82.0,16.0,20.0,0.0,0.0,0.0
2297,Nolan Roux,FRA,FW,Saint-Étienne,fr Ligue 1,28.0,1988.0,13.6,2.0,0.0,0.0,12.0,30.0,9.0,17.0,4.0,8.0,0.0,0.0,0.0
2298,Rubinho,BRA,GK,Genoa,it Serie A,33.0,1982.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2299,Antonio Rüdiger,DEU,DF,Roma,it Serie A,23.0,1993.0,24.5,7.0,1.0,0.0,45.0,25.0,2.0,54.0,29.0,39.0,0.0,0.0,0.0
2300,Artjoms Rudņevs,LVA,"FW,MF",Köln,de Bundesliga,28.0,1988.0,7.7,3.0,0.0,0.0,24.0,13.0,10.0,4.0,4.0,3.0,0.0,0.0,0.0
2301,Sebastian Rudy,DEU,MF,Hoffenheim,de Bundesliga,26.0,1990.0,31.0,9.0,0.0,0.0,51.0,47.0,0.0,94.0,99.0,64.0,2.0,0.0,0.0
2302,Stéphane Ruffier,FRA,GK,Saint-Étienne,fr Ligue 1,29.0,1986.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2303,Vincent Rüfli,CHE,"DF,MF",Dijon,fr Ligue 1,28.0,1988.0,16.4,8.0,0.0,0.0,21.0,30.0,0.0,28.0,37.0,51.0,1.0,0.0,0.0
2304,Daniele Rugani,ITA,DF,Juventus,it Serie A,22.0,1994.0,12.0,4.0,0.0,0.0,13.0,12.0,2.0,1.0,22.0,13.0,0.0,0.0,0.0
2305,Gennaro Ruggiero,ITA,MF,Palermo,it Serie A,16.0,2000.0,1.7,0.0,0.0,,2.0,,,,,,,,
2306,Mário Rui,PRT,"MF,DF",Roma,it Serie A,25.0,1991.0,3.9,1.0,0.0,0.0,2.0,6.0,0.0,17.0,1.0,7.0,0.0,0.0,0.0
2307,Fabián Ruiz Peña,ESP,MF,Betis,es La Liga,20.0,1996.0,1.7,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
2308,Víctor Ruiz,ESP,DF,Villarreal,es La Liga,27.0,1989.0,26.3,4.0,2.0,0.0,33.0,14.0,0.0,0.0,64.0,14.0,0.0,0.0,0.0
2309,Antonio Rukavina,SRB,DF,Villarreal,es La Liga,32.0,1984.0,3.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0
2310,Gerónimo Rulli,ARG,GK,Real Sociedad,es La Liga,24.0,1992.0,38.0,4.0,0.0,0.0,1.0,9.0,1.0,1.0,6.0,5.0,0.0,1.0,0.0
2311,Lukas Rupp,DEU,MF,Hoffenheim,de Bundesliga,25.0,1991.0,8.8,2.0,0.0,0.0,20.0,19.0,0.0,8.0,16.0,15.0,0.0,1.0,0.0
2312,Marco Russ,DEU,DF,Eint Frankfurt,de Bundesliga,30.0,1985.0,2.7,1.0,0.0,0.0,3.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
2314,Mathew Ryan,AUS,GK,Valencia,es La Liga,24.0,1992.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,Maciej Rybus,POL,"DF,MF",Lyon,fr Ligue 1,26.0,1989.0,13.7,1.0,0.0,0.0,20.0,16.0,3.0,45.0,29.0,25.0,0.0,0.0,0.0
2316,Youssouf Sabaly,SEN,DF,Bordeaux,fr Ligue 1,23.0,1993.0,29.4,3.0,0.0,0.0,32.0,43.0,1.0,91.0,74.0,63.0,2.0,0.0,0.0
2317,Marcel Sabitzer,AUT,"MF,FW",RB Leipzig,de Bundesliga,22.0,1994.0,28.8,3.0,0.0,0.0,24.0,40.0,14.0,42.0,33.0,25.0,0.0,0.0,0.0
2318,Enric Saborit,ESP,"DF,MF",Athletic Club,es La Liga,24.0,1992.0,5.2,1.0,0.0,0.0,6.0,4.0,0.0,4.0,13.0,8.0,0.0,0.0,0.0
2319,Umar Sadiq,NGA,FW,Bologna,it Serie A,19.0,1997.0,2.6,2.0,0.0,0.0,10.0,5.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0
2320,Bacary Sagna,FRA,DF,Manchester City,eng Premier League,33.0,1983.0,15.0,2.0,0.0,0.0,3.0,8.0,1.0,26.0,23.0,16.0,0.0,0.0,0.0
2321,Nuri Şahin,TUR,MF,Dortmund,de Bundesliga,27.0,1988.0,2.6,1.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0
2322,Wesley Saïd,FRA,"MF,FW",Rennes,fr Ligue 1,21.0,1995.0,11.5,1.0,0.0,0.0,17.0,20.0,1.0,20.0,4.0,10.0,0.0,0.0,0.0
2323,Jamel Saihi,TUN,MF,Montpellier,fr Ligue 1,29.0,1987.0,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
2324,Jamel Saihi,TUN,MF,Angers,fr Ligue 1,29.0,1987.0,2.6,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
2325,Trent Sainsbury,AUS,DF,Inter,it Serie A,24.0,1992.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2326,Dylan Saint-Louis,COG,MF,Saint-Étienne,fr Ligue 1,21.0,1995.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0
2327,Allan Saint-Maximin,FRA,"MF,FW",Bastia,fr Ligue 1,19.0,1997.0,30.0,1.0,1.0,0.0,20.0,64.0,8.0,109.0,10.0,17.0,0.0,0.0,0.0
2328,Nicolas Saint-Ruf,GLP,DF,Montpellier,fr Ligue 1,23.0,1992.0,6.9,0.0,0.0,0.0,4.0,8.0,1.0,0.0,13.0,6.0,0.0,0.0,0.0
2329,Nicolas Saint-Ruf,GLP,DF,Bastia,fr Ligue 1,23.0,1992.0,3.5,1.0,3.0,1.0,6.0,6.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0
2330,Henri Saivet,SEN,MF,Saint-Étienne,fr Ligue 1,25.0,1990.0,19.6,3.0,0.0,0.0,13.0,25.0,2.0,33.0,21.0,17.0,0.0,0.0,0.0
2331,Gōtoku Sakai,JPN,"DF,MF",Hamburger SV,de Bundesliga,25.0,1991.0,30.0,7.0,0.0,0.0,28.0,40.0,2.0,33.0,72.0,50.0,0.0,0.0,0.0
2332,Hiroki Sakai,JPN,DF,Marseille,fr Ligue 1,26.0,1990.0,33.5,6.0,0.0,0.0,47.0,20.0,2.0,75.0,65.0,73.0,0.0,0.0,0.0
2333,Diafra Sakho,SEN,FW,West Ham,eng Premier League,26.0,1989.0,2.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0
2334,Mamadou Sakho,FRA,DF,Crystal Palace,eng Premier League,26.0,1990.0,7.6,0.0,0.0,0.0,1.0,4.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0
2335,Bakary Sako,MLI,MF,Crystal Palace,eng Premier League,28.0,1988.0,1.6,0.0,0.0,0.0,2.0,5.0,1.0,16.0,0.0,6.0,0.0,0.0,0.0
2336,Emiliano Sala,ARG,FW,Nantes,fr Ligue 1,25.0,1990.0,28.5,6.0,0.0,0.0,67.0,49.0,32.0,14.0,13.0,23.0,1.0,0.0,0.0
2337,Jacopo Sala,ITA,DF,Sampdoria,it Serie A,24.0,1991.0,17.3,5.0,0.0,0.0,17.0,17.0,0.0,74.0,30.0,33.0,0.0,1.0,0.0
2338,Mohamed Salah,EGY,"MF,FW",Roma,it Serie A,24.0,1992.0,27.5,2.0,0.0,0.0,27.0,26.0,25.0,79.0,13.0,24.0,3.0,0.0,0.0
2340,Bartosz Salamon,POL,DF,Cagliari,it Serie A,25.0,1991.0,9.3,1.0,0.0,0.0,9.0,3.0,0.0,1.0,26.0,7.0,0.0,0.0,0.0
2341,Carlos Salcedo,MEX,DF,Fiorentina,it Serie A,22.0,1993.0,15.0,7.0,0.0,0.0,21.0,16.0,2.0,17.0,33.0,20.0,0.0,2.0,0.0
2342,Yannis Salibur,FRA,"MF,FW",Guingamp,fr Ligue 1,25.0,1991.0,31.2,2.0,0.0,0.0,26.0,79.0,11.0,205.0,22.0,28.0,2.0,1.0,0.0
2343,Romain Salin,FRA,GK,Guingamp,fr Ligue 1,32.0,1984.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2344,Roland Sallai,HUN,"FW,MF",Palermo,it Serie A,19.0,1997.0,10.6,4.0,2.0,1.0,38.0,29.0,1.0,15.0,10.0,11.0,0.0,0.0,0.0
2345,Aniello Salzano,ITA,MF,Crotone,it Serie A,25.0,1991.0,5.6,0.0,0.0,0.0,6.0,4.0,0.0,17.0,6.0,5.0,0.0,0.0,0.0
2346,Sidney Sam,DEU,MF,Darmstadt 98,de Bundesliga,28.0,1988.0,9.8,1.0,0.0,0.0,18.0,20.0,0.0,19.0,14.0,11.0,0.0,0.0,0.0
2347,Frédéric Sammaritano,FRA,"MF,FW",Dijon,fr Ligue 1,30.0,1986.0,21.8,3.0,0.0,0.0,13.0,32.0,4.0,145.0,14.0,24.0,0.0,0.0,0.0
2348,Sergi Samper,ESP,MF,Granada,es La Liga,21.0,1995.0,14.2,6.0,0.0,0.0,31.0,12.0,0.0,5.0,28.0,12.0,0.0,0.0,0.0
2349,Jairo Samperio,ESP,MF,Mainz 05,de Bundesliga,23.0,1993.0,10.5,5.0,0.0,0.0,13.0,13.0,3.0,16.0,18.0,14.0,0.0,0.0,0.0
2350,Mario Sampirisi,ITA,"DF,MF",Crotone,it Serie A,23.0,1992.0,13.4,1.0,0.0,0.0,11.0,9.0,1.0,26.0,33.0,21.0,0.0,2.0,0.0
2351,Mikel San José,ESP,MF,Athletic Club,es La Liga,27.0,1989.0,30.0,9.0,0.0,0.0,52.0,16.0,1.0,12.0,67.0,59.0,0.0,0.0,0.0
2352,Antonio Sanabria,PRY,FW,Betis,es La Liga,20.0,1996.0,16.6,2.0,0.0,0.0,32.0,29.0,7.0,3.0,0.0,9.0,1.0,0.0,0.0
2353,Renato Sanches,PRT,MF,Bayern Munich,de Bundesliga,18.0,1997.0,6.9,3.0,0.0,0.0,14.0,13.0,1.0,3.0,11.0,6.0,0.0,0.0,0.0
2354,Alexis Sánchez,CHL,"FW,MF",Arsenal,eng Premier League,27.0,1988.0,35.7,6.0,0.0,0.0,48.0,71.0,27.0,65.0,27.0,40.0,1.0,0.0,0.0
2355,Carlos Sánchez,COL,"DF,MF",Fiorentina,it Serie A,30.0,1986.0,24.0,6.0,0.0,0.0,33.0,20.0,1.0,10.0,48.0,52.0,0.0,0.0,0.0
2356,Rubén Sánchez,ESP,MF,Sporting Gijón,es La Liga,21.0,1994.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,Víctor Sánchez,ESP,"DF,MF",Espanyol,es La Liga,28.0,1987.0,25.3,8.0,0.0,0.0,47.0,27.0,0.0,72.0,76.0,71.0,0.0,1.0,0.0
2358,Alex Sandro,BRA,"MF,DF",Juventus,it Serie A,25.0,1991.0,25.7,5.0,0.0,0.0,41.0,55.0,3.0,111.0,56.0,44.0,1.0,0.0,1.0
2359,Lamine Sané,SEN,DF,Werder Bremen,de Bundesliga,29.0,1987.0,26.2,3.0,0.0,0.0,22.0,19.0,4.0,0.0,78.0,30.0,0.0,0.0,0.0
2360,Leroy Sané,DEU,"MF,FW",Manchester City,eng Premier League,20.0,1996.0,19.8,4.0,0.0,0.0,14.0,17.0,12.0,53.0,17.0,22.0,2.0,0.0,0.0
2361,Pape Sané,SEN,FW,Caen,fr Ligue 1,24.0,1991.0,3.8,0.0,0.0,0.0,8.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0
2362,Ibrahim Sangaré,CIV,MF,Toulouse,fr Ligue 1,18.0,1997.0,2.9,1.0,0.0,0.0,6.0,5.0,0.0,1.0,7.0,17.0,0.0,0.0,0.0
2363,Oier Sanjurjo,ESP,"DF,MF",Osasuna,es La Liga,30.0,1986.0,35.0,11.0,1.0,0.0,73.0,53.0,1.0,25.0,94.0,81.0,0.0,2.0,0.0
2364,Younousse Sankharé,SEN,MF,Bordeaux,fr Ligue 1,26.0,1989.0,15.5,2.0,0.0,0.0,20.0,16.0,4.0,2.0,14.0,33.0,0.0,1.0,0.0
2366,Younousse Sankharé,SEN,MF,Lille,fr Ligue 1,26.0,1989.0,17.5,3.0,2.0,1.0,38.0,18.0,0.0,3.0,23.0,27.0,0.0,0.0,0.0
2367,Baissama Sankoh,GIN,"MF,DF",Guingamp,fr Ligue 1,24.0,1992.0,11.6,3.0,0.0,0.0,19.0,19.0,0.0,4.0,27.0,18.0,0.0,0.0,0.0
2368,Killian Sanson,FRA,MF,Montpellier,fr Ligue 1,19.0,1997.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,Morgan Sanson,FRA,MF,Montpellier,fr Ligue 1,21.0,1994.0,19.4,2.0,0.0,0.0,21.0,35.0,4.0,99.0,32.0,27.0,0.0,0.0,0.0
2370,Morgan Sanson,FRA,MF,Marseille,fr Ligue 1,21.0,1994.0,15.1,1.0,0.0,0.0,18.0,27.0,4.0,32.0,11.0,21.0,0.0,0.0,0.0
2371,Nicola Sansone,ITA,FW,Villarreal,es La Liga,24.0,1991.0,23.5,7.0,0.0,0.0,28.0,42.0,25.0,40.0,8.0,13.0,4.0,0.0,0.0
2372,Baptiste Santamaria,FRA,MF,Angers,fr Ligue 1,21.0,1995.0,34.1,2.0,0.0,0.0,47.0,53.0,1.0,16.0,75.0,73.0,0.0,0.0,1.0
2373,Ivan Santini,HRV,FW,Caen,fr Ligue 1,27.0,1989.0,31.9,7.0,0.0,0.0,82.0,74.0,12.0,2.0,9.0,11.0,2.0,1.0,0.0
2374,Davide Santon,ITA,DF,Inter,it Serie A,25.0,1991.0,11.3,1.0,0.0,0.0,12.0,18.0,0.0,24.0,35.0,19.0,0.0,1.0,0.0
2375,Aderlan Santos,BRA,DF,Valencia,es La Liga,27.0,1989.0,11.1,1.0,0.0,0.0,13.0,4.0,3.0,0.0,35.0,16.0,0.0,1.0,0.0
2376,Christian Santos,VEN,FW,Alavés,es La Liga,28.0,1988.0,9.3,2.0,0.0,0.0,30.0,6.0,8.0,7.0,4.0,9.0,0.0,0.0,0.0
2377,Douglas Santos,BRA,DF,Hamburger SV,de Bundesliga,22.0,1994.0,19.0,4.0,0.0,0.0,25.0,10.0,1.0,28.0,58.0,63.0,0.0,0.0,0.0
2378,Michael Santos,URY,"FW,MF",Málaga,es La Liga,23.0,1993.0,8.2,3.0,0.0,0.0,22.0,15.0,7.0,13.0,3.0,4.0,2.0,0.0,0.0
2379,Samir Santos,BRA,DF,Udinese,it Serie A,21.0,1994.0,19.8,3.0,0.0,0.0,20.0,43.0,0.0,30.0,43.0,43.0,0.0,0.0,0.0
2380,Riccardo Saponara,ITA,MF,Fiorentina,it Serie A,24.0,1991.0,4.7,1.0,0.0,0.0,6.0,8.0,1.0,11.0,2.0,5.0,0.0,0.0,0.0
2381,Riccardo Saponara,ITA,MF,Empoli,it Serie A,24.0,1991.0,17.0,4.0,0.0,0.0,16.0,33.0,10.0,19.0,12.0,14.0,0.0,0.0,0.0
